"STATION","DATE","TMAX"
"USW00023174","2012-02-16","  222"
"USW00023174","2012-02-17","  200"
"USW00023174","2012-02-18","  156"
"USW00023174","2012-02-19","  144"
"USW00023174","2012-02-20","  156"
"USW00023174","2012-02-21","  222"
"USW00023174","2012-02-22","  233"
"USW00023174","2012-02-23","  244"
"USW00023174","2012-02-24","  178"
"USW00023174","2012-02-25","  156"
"USW00023174","2012-02-26","  161"
"USW00023174","2012-02-27","  139"
"USW00023174","2012-02-28","  144"
"USW00023174","2012-02-29","  150"
"USW00023174","2012-03-01","  167"
"USW00023174","2012-03-02","  211"
"USW00023174","2012-03-03","  233"
"USW00023174","2012-03-04","  306"
"USW00023174","2012-03-05","  261"
"USW00023174","2012-03-06","  150"
"USW00023174","2012-03-07","  167"
"USW00023174","2012-03-08","  217"
"USW00023174","2012-03-09","  278"
"USW00023174","2012-03-10","  222"
"USW00023174","2012-03-11","  167"
"USW00023174","2012-03-12","  156"
"USW00023174","2012-03-13","  156"
"USW00023174","2012-03-14","  167"
"USW00023174","2012-03-15","  150"
"USW00023174","2012-03-16","  150"
"USW00023174","2012-03-17","  139"
"USW00023174","2012-03-18","  128"
"USW00023174","2012-03-19","  139"
"USW00023174","2012-03-20","  172"
"USW00023174","2012-03-21","  200"
"USW00023174","2012-03-22","  172"
"USW00023174","2012-03-23","  167"
"USW00023174","2012-03-24","  172"
"USW00023174","2012-03-25","  133"
"USW00023174","2012-03-26","  150"
"USW00023174","2012-03-27","  156"
"USW00023174","2012-03-28","  161"
"USW00023174","2012-03-29","  167"
"USW00023174","2012-03-30","  167"
"USW00023174","2012-03-31","  167"
"USW00023174","2012-04-01","  200"
"USW00023174","2012-04-02","  228"
"USW00023174","2012-04-03","  217"
"USW00023174","2012-04-04","  183"
"USW00023174","2012-04-05","  167"
"USW00023174","2012-04-06","  194"
"USW00023174","2012-04-07","  278"
"USW00023174","2012-04-08","  211"
"USW00023174","2012-04-09","  194"
"USW00023174","2012-04-10","  172"
"USW00023174","2012-04-11","  156"
"USW00023174","2012-04-12","  161"
"USW00023174","2012-04-13","  150"
"USW00023174","2012-04-14","  156"
"USW00023174","2012-04-15","  167"
"USW00023174","2012-04-16","  194"
"USW00023174","2012-04-17","  200"
"USW00023174","2012-04-18","  194"
"USW00023174","2012-04-19","  178"
"USW00023174","2012-04-20","  189"
"USW00023174","2012-04-21","  172"
"USW00023174","2012-04-22","  172"
"USW00023174","2012-04-23","  161"
"USW00023174","2012-04-24","  206"
"USW00023174","2012-04-25","  261"
"USW00023174","2012-04-26","  194"
"USW00023174","2012-04-27","  189"
"USW00023174","2012-04-28","  200"
"USW00023174","2012-04-29","  217"
"USW00023174","2012-04-30","  178"
"USW00023174","2012-05-01","  167"
"USW00023174","2012-05-02","  183"
"USW00023174","2012-05-03","  183"
"USW00023174","2012-05-04","  189"
"USW00023174","2012-05-05","  206"
"USW00023174","2012-05-06","  206"
"USW00023174","2012-05-07","  194"
"USW00023174","2012-05-08","  183"
"USW00023174","2012-05-09","  217"
"USW00023174","2012-05-10","  217"
"USW00023174","2012-05-11","  200"
"USW00023174","2012-05-12","  189"
"USW00023174","2012-05-13","  183"
"USW00023174","2012-05-14","  211"
"USW00023174","2012-05-15","  200"
"USW00023174","2012-05-16","  228"
"USW00023174","2012-05-17","  211"
"USW00023174","2012-05-18","  194"
"USW00023174","2012-05-19","  200"
"USW00023174","2012-05-20","  206"
"USW00023174","2012-05-21","  200"
"USW00023174","2012-05-22","  211"
"USW00023174","2012-05-23","  217"
"USW00023174","2012-05-24","  211"
"USW00023174","2012-05-25","  183"
"USW00023174","2012-05-26","  178"
"USW00023174","2012-05-27","  194"
"USW00023174","2012-05-28","  222"
"USW00023174","2012-05-29","  233"
"USW00023174","2012-05-30","  194"
"USW00023174","2012-05-31","  206"
"USW00023174","2012-06-01","  222"
"USW00023174","2012-06-02","  206"
"USW00023174","2012-06-03","  211"
"USW00023174","2012-06-04","  194"
"USW00023174","2012-06-05","  217"
"USW00023174","2012-06-06","  222"
"USW00023174","2012-06-07","  233"
"USW00023174","2012-06-08","  233"
"USW00023174","2012-06-09","  206"
"USW00023174","2012-06-10","  217"
"USW00023174","2012-06-11","  206"
"USW00023174","2012-06-12","  189"
"USW00023174","2012-06-13","  206"
"USW00023174","2012-06-14","  206"
"USW00023174","2012-06-15","  211"
"USW00023174","2012-06-16","  206"
"USW00023174","2012-06-17","  206"
"USW00023174","2012-06-18","  189"
"USW00023174","2012-06-19","  206"
"USW00023174","2012-06-20","  206"
"USW00023174","2012-06-21","  200"
"USW00023174","2012-06-22","  211"
"USW00023174","2012-06-23","  211"
"USW00023174","2012-06-24","  217"
"USW00023174","2012-06-25","  217"
"USW00023174","2012-06-26","  222"
"USW00023174","2012-06-27","  228"
"USW00023174","2012-06-28","  211"
"USW00023174","2012-06-29","  211"
"USW00023174","2012-06-30","  217"
"USW00023174","2012-07-01","  217"
"USW00023174","2012-07-02","  222"
"USW00023174","2012-07-03","  217"
"USW00023174","2012-07-04","  211"
"USW00023174","2012-07-05","  211"
"USW00023174","2012-07-06","  206"
"USW00023174","2012-07-07","  194"
"USW00023174","2012-07-08","  200"
"USW00023174","2012-07-09","  222"
"USW00023174","2012-07-10","  228"
"USW00023174","2012-07-11","  211"
"USW00023174","2012-07-12","  222"
"USW00023174","2012-07-13","  244"
"USW00023174","2012-07-14","  222"
"USW00023174","2012-07-15","  217"
"USW00023174","2012-07-16","  217"
"USW00023174","2012-07-17","  222"
"USW00023174","2012-07-18","  228"
"USW00023174","2012-07-19","  300"
"USW00023174","2012-07-20","  244"
"USW00023174","2012-07-21","  233"
"USW00023174","2012-07-22","  211"
"USW00023174","2012-07-23","  211"
"USW00023174","2012-07-24","  211"
"USW00023174","2012-07-25","  211"
"USW00023174","2012-07-26","  211"
"USW00023174","2012-07-27","  211"
"USW00023174","2012-07-28","  211"
"USW00023174","2012-07-29","  217"
"USW00023174","2012-07-30","  217"
"USW00023174","2012-07-31","  222"
"USW00023174","2012-08-01","  222"
"USW00023174","2012-08-02","  222"
"USW00023174","2012-08-03","  228"
"USW00023174","2012-08-04","  233"
"USW00023174","2012-08-05","  217"
"USW00023174","2012-08-06","  239"
"USW00023174","2012-08-07","  283"
"USW00023174","2012-08-08","  267"
"USW00023174","2012-08-09","  261"
"USW00023174","2012-08-10","  261"
"USW00023174","2012-08-11","  278"
"USW00023174","2012-08-12","  267"
"USW00023174","2012-08-13","  267"
"USW00023174","2012-08-14","  256"
"USW00023174","2012-08-15","  222"
"USW00023174","2012-08-16","  250"
"USW00023174","2012-08-17","  289"
"USW00023174","2012-08-18","  289"
"USW00023174","2012-08-19","  283"
"USW00023174","2012-08-20","  283"
"USW00023174","2012-08-21","  267"
"USW00023174","2012-08-22","  256"
"USW00023174","2012-08-23","  233"
"USW00023174","2012-08-24","  244"
"USW00023174","2012-08-25","  228"
"USW00023174","2012-08-26","  233"
"USW00023174","2012-08-27","  261"
"USW00023174","2012-08-28","  261"
"USW00023174","2012-08-29","  294"
"USW00023174","2012-08-30","  272"
"USW00023174","2012-08-31","  256"
"USW00023174","2012-09-01","  256"
"USW00023174","2012-09-02","  250"
"USW00023174","2012-09-03","  233"
"USW00023174","2012-09-04","  272"
"USW00023174","2012-09-05","  272"
"USW00023174","2012-09-06","  283"
"USW00023174","2012-09-07","  250"
"USW00023174","2012-09-08","  250"
"USW00023174","2012-09-09","  267"
"USW00023174","2012-09-10","  283"
"USW00023174","2012-09-11","  239"
"USW00023174","2012-09-12","  244"
"USW00023174","2012-09-13","  233"
"USW00023174","2012-09-14","  289"
"USW00023174","2012-09-15","  367"
"USW00023174","2012-09-16","  283"
"USW00023174","2012-09-17","  239"
"USW00023174","2012-09-18","  233"
"USW00023174","2012-09-19","  250"
"USW00023174","2012-09-20","  256"
"USW00023174","2012-09-21","  267"
"USW00023174","2012-09-22","  289"
"USW00023174","2012-09-23","  283"
"USW00023174","2012-09-24","  256"
"USW00023174","2012-09-25","  222"
"USW00023174","2012-09-26","  222"
"USW00023174","2012-09-27","  228"
"USW00023174","2012-09-28","  233"
"USW00023174","2012-09-29","  250"
"USW00023174","2012-09-30","  283"
"USW00023174","2012-10-01","  283"
"USW00023174","2012-10-02","  294"
"USW00023174","2012-10-03","  244"
"USW00023174","2012-10-04","  217"
"USW00023174","2012-10-05","  222"
"USW00023174","2012-10-06","  244"
"USW00023174","2012-10-07","  239"
"USW00023174","2012-10-08","  233"
"USW00023174","2012-10-09","  222"
"USW00023174","2012-10-10","  217"
"USW00023174","2012-10-11","  217"
"USW00023174","2012-10-12","  217"
"USW00023174","2012-10-13","  222"
"USW00023174","2012-10-14","  278"
"USW00023174","2012-10-15","  306"
"USW00023174","2012-10-16","  300"
"USW00023174","2012-10-17","  339"
"USW00023174","2012-10-18","  272"
"USW00023174","2012-10-19","  228"
"USW00023174","2012-10-20","  217"
"USW00023174","2012-10-21","  228"
"USW00023174","2012-10-22","  217"
"USW00023174","2012-10-23","  200"
"USW00023174","2012-10-24","  211"
"USW00023174","2012-10-25","  272"
"USW00023174","2012-10-26","  306"
"USW00023174","2012-10-27","  311"
"USW00023174","2012-10-28","  283"
"USW00023174","2012-10-29","  222"
"USW00023174","2012-10-30","  194"
"USW00023174","2012-10-31","  183"
"USW00023174","2012-11-01","  189"
"USW00023174","2012-11-02","  200"
"USW00023174","2012-11-03","  206"
"USW00023174","2012-11-04","  306"
"USW00023174","2012-11-05","  328"
"USW00023174","2012-11-06","  267"
"USW00023174","2012-11-07","  189"
"USW00023174","2012-11-08","  183"
"USW00023174","2012-11-09","  178"
"USW00023174","2012-11-10","  167"
"USW00023174","2012-11-11","  194"
"USW00023174","2012-11-12","  228"
"USW00023174","2012-11-13","  267"
"USW00023174","2012-11-14","  261"
"USW00023174","2012-11-15","  194"
"USW00023174","2012-11-16","  217"
"USW00023174","2012-11-17","  206"
"USW00023174","2012-11-18","  194"
"USW00023174","2012-11-19","  194"
"USW00023174","2012-11-20","  194"
"USW00023174","2012-11-21","  189"
"USW00023174","2012-11-22","  200"
"USW00023174","2012-11-23","  189"
"USW00023174","2012-11-24","  211"
"USW00023174","2012-11-25","  194"
"USW00023174","2012-11-26","  189"
"USW00023174","2012-11-27","  194"
"USW00023174","2012-11-28","  200"
"USW00023174","2012-11-29","  172"
"USW00023174","2012-11-30","  189"
"USW00023174","2012-12-01","  183"
"USW00023174","2012-12-02","  183"
"USW00023174","2012-12-03","  189"
"USW00023174","2012-12-04","  178"
"USW00023174","2012-12-05","  172"
"USW00023174","2012-12-06","  200"
"USW00023174","2012-12-07","  172"
"USW00023174","2012-12-08","  189"
"USW00023174","2012-12-09","  178"
"USW00023174","2012-12-10","  194"
"USW00023174","2012-12-11","  200"
"USW00023174","2012-12-12","  167"
"USW00023174","2012-12-13","  156"
"USW00023174","2012-12-14","  144"
"USW00023174","2012-12-15","  150"
"USW00023174","2012-12-16","  139"
"USW00023174","2012-12-17","  167"
"USW00023174","2012-12-18","  167"
"USW00023174","2012-12-19","  156"
"USW00023174","2012-12-20","  200"
"USW00023174","2012-12-21","  167"
"USW00023174","2012-12-22","  156"
"USW00023174","2012-12-23","  161"
"USW00023174","2012-12-24","  167"
"USW00023174","2012-12-25","  167"
"USW00023174","2012-12-26","  161"
"USW00023174","2012-12-27","  167"
"USW00023174","2012-12-28","  167"
"USW00023174","2012-12-29","  128"
"USW00023174","2012-12-30","  139"
"USW00023174","2012-12-31","  150"
"USW00023174","2013-01-01","  161"
"USW00023174","2013-01-02","  167"
"USW00023174","2013-01-03","  211"
"USW00023174","2013-01-04","  189"
"USW00023174","2013-01-05","  167"
"USW00023174","2013-01-06","  139"
"USW00023174","2013-01-07","  189"
"USW00023174","2013-01-08","  194"
"USW00023174","2013-01-09","  172"
"USW00023174","2013-01-10","  150"
"USW00023174","2013-01-11","  122"
"USW00023174","2013-01-12","  139"
"USW00023174","2013-01-13","  133"
"USW00023174","2013-01-14","  144"
"USW00023174","2013-01-15","  139"
"USW00023174","2013-01-16","  189"
"USW00023174","2013-01-17","  239"
"USW00023174","2013-01-18","  261"
"USW00023174","2013-01-19","  261"
"USW00023174","2013-01-20","  267"
"USW00023174","2013-01-21","  250"
"USW00023174","2013-01-22","  267"
"USW00023174","2013-01-23","  239"
"USW00023174","2013-01-24","  189"
"USW00023174","2013-01-25","  194"
"USW00023174","2013-01-26","  178"
"USW00023174","2013-01-27","  150"
"USW00023174","2013-01-28","  156"
"USW00023174","2013-01-29","  144"
"USW00023174","2013-01-30","  183"
"USW00023174","2013-01-31","  222"
"USW00023174","2013-02-01","  228"
"USW00023174","2013-02-02","  233"
"USW00023174","2013-02-03","  217"
"USW00023174","2013-02-04","  167"
"USW00023174","2013-02-05","  139"
"USW00023174","2013-02-06","  156"
"USW00023174","2013-02-07","  150"
"USW00023174","2013-02-08","  122"
"USW00023174","2013-02-09","  133"
"USW00023174","2013-02-10","  139"
"USW00023174","2013-02-11","  156"
"USW00023174","2013-02-12","  172"
"USW00023174","2013-02-13","  178"
"USW00023174","2013-02-14","  211"
"USW00023174","2013-02-15","  267"
"USW00023174","2013-02-16","  267"
"USW00023174","2013-02-17","  183"
"USW00023174","2013-02-18","  161"
"USW00023174","2013-02-19","  139"
"USW00023174","2013-02-20","  150"
"USW00023174","2013-02-21","  161"
"USW00023174","2013-02-22","  172"
"USW00023174","2013-02-23","  156"
"USW00023174","2013-02-24","  183"
"USW00023174","2013-02-25","  194"
"USW00023174","2013-02-26","  189"
"USW00023174","2013-02-27","  228"
"USW00023174","2013-02-28","  244"
"USW00023174","2013-03-01","  272"
"USW00023174","2013-03-02","  278"
"USW00023174","2013-03-03","  178"
"USW00023174","2013-03-04","  178"
"USW00023174","2013-03-05","  161"
"USW00023174","2013-03-06","  156"
"USW00023174","2013-03-07","  167"
"USW00023174","2013-03-08","  144"
"USW00023174","2013-03-09","  161"
"USW00023174","2013-03-10","  178"
"USW00023174","2013-03-11","  194"
"USW00023174","2013-03-12","  156"
"USW00023174","2013-03-13","  183"
"USW00023174","2013-03-14","  167"
"USW00023174","2013-03-15","  183"
"USW00023174","2013-03-16","  167"
"USW00023174","2013-03-17","  161"
"USW00023174","2013-03-18","  172"
"USW00023174","2013-03-19","  167"
"USW00023174","2013-03-20","  183"
"USW00023174","2013-03-21","  194"
"USW00023174","2013-03-22","  200"
"USW00023174","2013-03-23","  200"
"USW00023174","2013-03-24","  211"
"USW00023174","2013-03-25","  206"
"USW00023174","2013-03-26","  178"
"USW00023174","2013-03-27","  194"
"USW00023174","2013-03-28","  189"
"USW00023174","2013-03-29","  183"
"USW00023174","2013-03-30","  178"
"USW00023174","2013-03-31","  200"
"USW00023174","2013-04-01","  178"
"USW00023174","2013-04-02","  189"
"USW00023174","2013-04-03","  200"
"USW00023174","2013-04-04","  178"
"USW00023174","2013-04-05","  194"
"USW00023174","2013-04-06","  194"
"USW00023174","2013-04-07","  194"
"USW00023174","2013-04-08","  189"
"USW00023174","2013-04-09","  228"
"USW00023174","2013-04-10","  233"
"USW00023174","2013-04-11","  222"
"USW00023174","2013-04-12","  183"
"USW00023174","2013-04-13","  167"
"USW00023174","2013-04-14","  172"
"USW00023174","2013-04-15","  178"
"USW00023174","2013-04-16","  183"
"USW00023174","2013-04-17","  211"
"USW00023174","2013-04-18","  250"
"USW00023174","2013-04-19","  261"
"USW00023174","2013-04-20","  256"
"USW00023174","2013-04-21","  217"
"USW00023174","2013-04-22","  189"
"USW00023174","2013-04-23","  200"
"USW00023174","2013-04-24","  172"
"USW00023174","2013-04-25","  211"
"USW00023174","2013-04-26","  211"
"USW00023174","2013-04-27","  189"
"USW00023174","2013-04-28","  194"
"USW00023174","2013-04-29","  211"
"USW00023174","2013-04-30","  194"
"USW00023174","2013-05-01","  217"
"USW00023174","2013-05-02","  256"
"USW00023174","2013-05-03","  322"
"USW00023174","2013-05-04","  228"
"USW00023174","2013-05-05","  206"
"USW00023174","2013-05-06","  206"
"USW00023174","2013-05-07","  206"
"USW00023174","2013-05-08","  206"
"USW00023174","2013-05-09","  206"
"USW00023174","2013-05-10","  211"
"USW00023174","2013-05-11","  228"
"USW00023174","2013-05-12","  228"
"USW00023174","2013-05-13","  289"
"USW00023174","2013-05-14","  222"
"USW00023174","2013-05-15","  211"
"USW00023174","2013-05-16","  211"
"USW00023174","2013-05-17","  217"
"USW00023174","2013-05-18","  222"
"USW00023174","2013-05-19","  217"
"USW00023174","2013-05-20","  228"
"USW00023174","2013-05-21","  233"
"USW00023174","2013-05-22","  217"
"USW00023174","2013-05-23","  211"
"USW00023174","2013-05-24","  211"
"USW00023174","2013-05-25","  206"
"USW00023174","2013-05-26","  211"
"USW00023174","2013-05-27","  217"
"USW00023174","2013-05-28","  233"
"USW00023174","2013-05-29","  244"
"USW00023174","2013-05-30","  239"
"USW00023174","2013-05-31","  228"
"USW00023174","2013-06-01","  228"
"USW00023174","2013-06-02","  244"
"USW00023174","2013-06-03","  228"
"USW00023174","2013-06-04","  217"
"USW00023174","2013-06-05","  206"
"USW00023174","2013-06-06","  194"
"USW00023174","2013-06-07","  194"
"USW00023174","2013-06-08","  222"
"USW00023174","2013-06-09","  211"
"USW00023174","2013-06-10","  228"
"USW00023174","2013-06-11","  222"
"USW00023174","2013-06-12","  206"
"USW00023174","2013-06-13","  222"
"USW00023174","2013-06-14","  228"
"USW00023174","2013-06-15","  222"
"USW00023174","2013-06-16","  217"
"USW00023174","2013-06-17","  217"
"USW00023174","2013-06-18","  228"
"USW00023174","2013-06-19","  233"
"USW00023174","2013-06-20","  239"
"USW00023174","2013-06-21","  239"
"USW00023174","2013-06-22","  233"
"USW00023174","2013-06-23","  222"
"USW00023174","2013-06-24","  233"
"USW00023174","2013-06-25","  222"
"USW00023174","2013-06-26","  233"
"USW00023174","2013-06-27","  278"
"USW00023174","2013-06-28","  244"
"USW00023174","2013-06-29","  244"
"USW00023174","2013-06-30","  294"
"USW00023174","2013-07-01","  272"
"USW00023174","2013-07-02","  250"
"USW00023174","2013-07-03","  233"
"USW00023174","2013-07-04","  233"
"USW00023174","2013-07-05","  233"
"USW00023174","2013-07-06","  239"
"USW00023174","2013-07-07","  222"
"USW00023174","2013-07-08","  239"
"USW00023174","2013-07-09","  244"
